element_type,osmid,highway,geometry,old_name,disused:railway,crossing:barrier,railway,public_transport,tram,crossing,barrier,light_rail,name,network,operator,station,wikidata,ref,subway,attribution,network:wikidata,train,wheelchair,massgis:geom_id,source,access,addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,air_conditioning,baby_feeding,bicycle,emergency_telephone_code,level,lit,parking,start_date,supervised,tracks,website,wikipedia,network:guid,network:short,network:wikipedia,operator:wikidata,gtfs:stop_id,check_date,opening_date,alt_name,ele,gnis:feature_id,wikimedia_commons,url,wheelchair:description,bus,bicycle_parking,contact:twitter,covered,fee,foot,internet_access,location,motor_vehicle,phone,description,indoor,stroller,check_date:crossing:barrier,fixme,architect,blind,colour,elevator,opening_hours,operator:type,platforms,smoking,surface,bench,bin,line,shelter,tactile_paving,railway:ref,material,iata,local_ref,name:Amtrak,name:MBTA,railway:ref:Amtrak,operator:short,railway:position,railway:signal:direction,railway:signal:position,direction,railway:derail,crossing:bell,crossing:light,locked,railway:signal:main,railway:signal:speed_limit,railway:signal:speed_limit:speed,automatic_door,door,oneway,entrance,railway:local_operated,railway:switch,railway:switch:configuration,railway:switch:movable_frog,railway:turnout_side,addr:city_parent,addr:country,addr:county,fare_zone,addr:neighbourhood,addr:street_1,amenity,lockable,exit,man_made,layer,tunnel,heritage:website,internet,phone:elevator,departures_board,historic,traffic_signals,contact:website,automated,note,seasonal,communication,speaker,tactile_writing:braille:en,emergency,access:conditional,traffic_signals:sound,button_operated,communication:radio,height,width,support,access:disabled,lanes,nodes,condition,massgis:way_id,maxspeed,railway_name,hgv,massgis:ref,cycleway:both,lane_markings,electrified,frequency,gauge,old_railway_operator,owner,ownership,voltage,railway:preferred_direction,incline,cutting,service,passenger,railway:track_ref,usage,highspeed,old_name:1970,railway:atc,railway:ptc,source:old_name:1970,bridge,building,bridge:movable,railway:traffic_mode,railway:bidirectional,change_date:first,change_date:fourth,change_date:second,change_date:third,name:original,operator:fourth,operator:freight,operator:original,operator:passenger,operator:second,operator:third,ford,maxheight,tracktype,note:old_railway_operator,abandoned:railway,railway:cbtc,building:levels,area,lanes:backward,lanes:forward,building:material,toilets,platform:type,bridge:structure,bridge:structure:beam,end_date,passenger_information_display,landuse,nohousenumber,roof:levels,roof:shape,horse,waste_basket,proposed:railway,turn:lanes:backward
way,479462578,,"LINESTRING (-71.1668995 42.3403826, -71.1668854 42.3403107, -71.166862 42.3402537, -71.1668365 42.3402176, -71.1667942 42.3401789, -71.1667164 42.3401283)",,,,platform,platform,,,,yes,,MBTA,,,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4725578865, 4725578864, 4725578863, 4725578862, 4725578861, 4725578860]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,479462581,,"LINESTRING (-71.1672601 42.340925, -71.1672092 42.34091, -71.167178 42.3408917, -71.1671523 42.3408694, -71.167104 42.3408237, -71.1670685 42.3407687, -71.1669599 42.3402869, -71.1669324 42.3402266)",,,,light_rail,,,,,,,,Massachusetts Bay Transportation Authority,,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4725578874, 4725578875, 7771379421, 4725578876, 4725578873, 4725578872, 4725578871, 4725578870]",,,,,,,,,contact_line,0,1435,,Massachusetts Bay Transportation Authority,state,600,,,,yard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,479462584,,"LINESTRING (-71.1668274 42.340146, -71.1669089 42.3401977, -71.1669324 42.3402266, -71.1669914 42.3402988, -71.1670236 42.3403662, -71.1671134 42.3407727, -71.1671355 42.3408361, -71.1671523 42.3408694)",,,,light_rail,,,,,,,,Massachusetts Bay Transportation Authority,,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4725578882, 4725578881, 4725578870, 4725578880, 4725578879, 4725578878, 4725578877, 4725578876]",,,,,,,,,contact_line,0,1435,,Massachusetts Bay Transportation Authority,state,600,,,,yard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,479462586,,"LINESTRING (-71.1673677 42.340943, -71.1673245 42.3409278, -71.1672908 42.3409087, -71.1672563 42.3408767, -71.1671932 42.3408188, -71.167165 42.3407677, -71.1670712 42.3403449, -71.1670338 42.3402662)",,,,light_rail,,,,,,,,Massachusetts Bay Transportation Authority,,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4725578887, 7771379423, 4725578888, 4725579189, 4725578886, 4725578885, 4725578884, 4725578883]",,,,,,,,,contact_line,0,1435,,Massachusetts Bay Transportation Authority,state,600,,,,yard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,479462587,,"LINESTRING (-71.1669291 42.3401842, -71.1670115 42.3402394, -71.1670338 42.3402662, -71.1670987 42.3403439, -71.1671248 42.340396, -71.1672194 42.3408133, -71.1672563 42.3408767)",,,,light_rail,,,,,,,,Massachusetts Bay Transportation Authority,,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4725579194, 4725579193, 4725578883, 4725579192, 4725579191, 4725579190, 4725579189]",,,,,,,,,contact_line,0,1435,,Massachusetts Bay Transportation Authority,state,600,,,,yard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,479462594,,"LINESTRING (-71.1676205 42.3405793, -71.1676906 42.3406502, -71.1677477 42.3407525, -71.1677721 42.3407988, -71.1677834 42.3408402, -71.1677794 42.3408714, -71.1677512 42.340924, -71.1677142 42.3409557, -71.1676813 42.3409706, -71.1676459 42.3409789, -71.167582 42.34098, -71.167474 42.3409618, -71.1673677 42.340943, -71.1672601 42.340925, -71.1671604 42.3409101, -71.1671054 42.3408927, -71.1670686 42.3408714, -71.1670419 42.3408465, -71.1670151 42.3407984)",,,,light_rail,,,,,,,,Massachusetts Bay Transportation Authority,,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7771379418, 7771379419, 4725579226, 7771379420, 4725579225, 4725579224, 4725579223, 4725579222, 4725579221, 4725579220, 4725579219, 4725579218, 4725578887, 4725578874, 4725579217, 4725579216, 4725579215, 7771379424, 4725579214]",,,,,,,,,contact_line,0,1435,,Massachusetts Bay Transportation Authority,state,600,,,,yard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,479462599,,"LINESTRING (-71.1645078 42.3401443, -71.1641536 42.3401219)",,,,light_rail,,,,,,,,Massachusetts Bay Transportation Authority,,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4725579231, 4725579230]",,,,,,,,,contact_line,0,1435,,Massachusetts Bay Transportation Authority,state,600,,,,crossover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,479781800,,"LINESTRING (-71.0572929 42.3472425, -71.0576057 42.3468006)",,,,rail,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[989097478, 989097684]",,,10 mph,,,,,,contact_line,,1435,,,,,,,,crossover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,479781801,,"LINESTRING (-71.0569648 42.3478678, -71.0570392 42.3476223, -71.0570684 42.3475393, -71.0571546 42.3473604)",,,,rail,,,,,,,,,,,,,,,,,,Yahoo!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[408467482, 989097712, 408467483, 408467484]",,,10 mph,,,,,,contact_line,,1435,,,,,,,,crossover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,484025549,,"POLYGON ((-71.1193065 42.2537723, -71.1191418 42.2539359, -71.1187591 42.2543161, -71.1185645 42.2545059, -71.1183198 42.2547344, -71.1180729 42.2549543, -71.1176379 42.2553319, -71.1176596 42.2553442, -71.1178444 42.2551881, -71.1180128 42.2550439, -71.1182456 42.2548393, -71.118418 42.2546911, -71.1185703 42.2545451, -71.1187149 42.2543973, -71.1189393 42.2541752, -71.1191539 42.2539571, -71.1191652 42.2539462, -71.1193331 42.2537846, -71.1193065 42.2537723))",,,,platform,platform,,,,,Fairmount (Outbound),MBTA,MBTA,,,DB-2205-01,,,Q171985,yes,limited,,,,,,,,,,,,,,yes,,,,,,,,MBTA,,Q171985,DB-2205-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,yes,yes,,yes,yes,,,,,,,,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,realtime,,,,,,,,,,,,,,,,,,,,"[4767734040, 7635792253, 7106299517, 7106299520, 11157663186, 7106299519, 4767734041, 11157663177, 11157663178, 11157663179, 11157663180, 11157663181, 11157663182, 11157663183, 11157663184, 4889744100, 11157663187, 11157663185, 4767734040]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
way,484025550,,"POLYGON ((-71.1192533 42.2537016, -71.1191144 42.253853, -71.1189756 42.254005, -71.1187018 42.2542782, -71.1185041 42.2544698, -71.1180643 42.2548724, -71.1176259 42.2552486, -71.1175997 42.2552314, -71.1178326 42.2550331, -71.1180875 42.2548085, -71.1182789 42.2546354, -71.1185159 42.2544142, -71.1187132 42.2542189, -71.1189452 42.2539866, -71.1192582 42.2536432, -71.1192876 42.2536673, -71.1192533 42.2537016))",,,,platform,platform,,,,,Fairmount (Inbound),MBTA,MBTA,,,DB-2205-02,,,Q171985,yes,limited,,,,,,,,,,,,,,yes,,,,,,,,MBTA,,Q171985,DB-2205-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,yes,yes,,yes,yes,,,,,,,,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,realtime,,,,,,,,,,,,,,,,,,,,"[4767734042, 11157663176, 7635792248, 7106299516, 7106299521, 7106299518, 4767734043, 11157663168, 11157663169, 11157663170, 11157663171, 11157663172, 11157663173, 7635792244, 11157663174, 11157663175, 4767734042]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
way,495054627,,"LINESTRING (-71.0591452 42.3002917, -71.060029 42.3002808)",,,,subway,,,,,,Red Line - Ashmont Branch,,Massachusetts Bay Transportation Authority,,,,,Office of Geographic and Environmental Information (MassGIS),,,,76,massgis_import_v0.1_20071013192438,,,,,,,,,,,,,,,,,,,,,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,Grade: Above Ground,,,,,,,,,,,,,,,"[4868414296, 69479786]",,,,,,,,,rail,0,1435,NYNH&H,Massachusetts Bay Transportation Authority,state,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,495054628,,"LINESTRING (-71.0588937 42.3002962, -71.0591452 42.3002917)",,,,subway,,,,,,Red Line - Ashmont Branch,,Massachusetts Bay Transportation Authority,,,,,Office of Geographic and Environmental Information (MassGIS),,,,76,massgis_import_v0.1_20071013192438,,,,,,,,,,,,,,,,,,,,,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,no,,,,,,,,,Grade: Above Ground,,,,,,,,,,,,,,,"[4868414295, 4868414296]",,,,,,,,,rail,0,1435,NYNH&H,Massachusetts Bay Transportation Authority,state,600,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,495054629,,"LINESTRING (-71.0640437 42.2993077, -71.0641183 42.2992703, -71.0642135 42.2992226, -71.0643782 42.2991327)",,,,subway,,,,,,Red Line - Ashmont Branch,,Massachusetts Bay Transportation Authority,,,,,Office of Geographic and Environmental Information (MassGIS),,,,76,massgis_import_v0.1_20071013192438,,,,,,,,,,,,,,,,,,,,,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,no,,,,,,,,,Grade: Above Ground,,,,,,,,,,,,,,,"[69482821, 4958878182, 4868414298, 69481744]",,,,,,,,,rail,0,1435,NYNH&H,Massachusetts Bay Transportation Authority,state,600,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,495054630,,"LINESTRING (-71.0629416 42.2996962, -71.0631551 42.2996371, -71.0633871 42.2995682, -71.0635735 42.2995026, -71.0638169 42.2994069, -71.0640437 42.2993077)",,,,subway,,,,,,Red Line - Ashmont Branch,,Massachusetts Bay Transportation Authority,,,,,Office of Geographic and Environmental Information (MassGIS),,,,76,massgis_import_v0.1_20071013192438,,,,,,,,,,,,,,,,,,,,,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,Grade: Above Ground,,,,,,,,,,,,,,,"[7770652156, 4868414297, 69491024, 69480783, 69479634, 69482821]",,,,,,,,,rail,0,1435,NYNH&H,Massachusetts Bay Transportation Authority,state,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,495054631,,"LINESTRING (-71.0604729 42.300268, -71.0606473 42.300255, -71.0608215 42.3002312, -71.061059 42.3001836, -71.0612124 42.3001512, -71.0612775 42.300136)",,,,subway,,,,,,Red Line - Ashmont Branch,,Massachusetts Bay Transportation Authority,,,,,Office of Geographic and Environmental Information (MassGIS),,,,76,massgis_import_v0.1_20071013192438,,,,,,,,,,,,,,,,,,,,,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,Grade: Above Ground,,,,,,,,,,,,,,,"[4868414299, 69494169, 69497091, 69495549, 9061099409, 69489948]",,,,,,,,,rail,0,1435,NYNH&H,Massachusetts Bay Transportation Authority,state,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,495054632,,"LINESTRING (-71.060029 42.3002808, -71.0602784 42.3002789, -71.0604729 42.300268)",,,,subway,,,,,,Red Line - Ashmont Branch,,Massachusetts Bay Transportation Authority,,,,,Office of Geographic and Environmental Information (MassGIS),,,,76,massgis_import_v0.1_20071013192438,,,,,,,,,,,,,,,,,,,,,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,no,,,,,,,,,Grade: Above Ground,,,,,,,,,,,,,,,"[69479786, 69481829, 4868414299]",,,,,,,,,rail,0,1435,NYNH&H,Massachusetts Bay Transportation Authority,state,600,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,506111509,,"LINESTRING (-71.06337 42.2838762, -71.0632161 42.2836393, -71.0630935 42.2834546, -71.062999 42.2833227, -71.0628466 42.2831097, -71.0627922 42.2830277, -71.0617321 42.2814745, -71.06164 42.2813416)",,,,subway,,,,,,,,Massachusetts Bay Transportation Authority,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4958923287, 4958923282, 4958923283, 5184740431, 4958933603, 5184740429, 4958930396, 7770652158]",,,,,,,,,rail,0,1435,,Massachusetts Bay Transportation Authority,state,600,,,,yard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,506111512,,"LINESTRING (-71.0636735 42.2843869, -71.06337 42.2838762)",,,,subway,,,,,,,,Massachusetts Bay Transportation Authority,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,yes,,,,,,,,,,,,,,,,,,,,,,,,"[69482091, 4958923287]",,,,,,,,,rail,0,1435,,Massachusetts Bay Transportation Authority,state,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,506113349,,"LINESTRING (-71.0616004 42.2812812, -71.0615799 42.2812445, -71.0615593 42.2811885, -71.0615543 42.2811539, -71.0615465 42.2810989)",,,,subway,,,,,,,,Massachusetts Bay Transportation Authority,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,"[4958933610, 5184740427, 6030395885, 6030395888, 6030395890]",,,,,,,,,rail,0,1435,,Massachusetts Bay Transportation Authority,state,600,,,,yard,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,506118246,,"LINESTRING (-71.0635305 42.2838473, -71.06357 42.283834, -71.0636067 42.2838166, -71.0636353 42.283794, -71.0636621 42.2837652, -71.0636795 42.2837355, -71.0636902 42.2836978, -71.0636906 42.2836644, -71.0636839 42.2836356)",Ashmont–Mattapan High Speed Line,,,light_rail,,,,,,Mattapan Trolley,,Massachusetts Bay Transportation Authority,,,,,Office of Geographic and Environmental Information (MassGIS),,,,77,massgis_import_v0.1_20071013192438,,,,,,,,,,,,,,,,,,,,,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4958972707, 4958972687, 4958972689, 4958972708, 4958972709, 4958972710, 4958972713, 4958972700, 4958972701]",,,30 mph,,,,,,contact_line,0,1435,NYNH&H,Massachusetts Bay Transportation Authority,state,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sto,,,,,,,,,,,,,,,,,,,
way,506118247,,"LINESTRING (-71.0636839 42.2836356, -71.0636701 42.2836055, -71.0636503 42.2835761, -71.0636168 42.2835493, -71.0635779 42.2835265, -71.063527 42.2835086, -71.0634693 42.2834977, -71.0632705 42.2834666, -71.0631917 42.2834491, -71.0631325 42.2834316, -71.0630679 42.2834074, -71.0630151 42.2833847, -71.0629612 42.283359, -71.0629064 42.2833212, -71.0628518 42.2832759)",Ashmont–Mattapan High Speed Line,,,light_rail,,,,,,Mattapan Trolley,,Massachusetts Bay Transportation Authority,,,,,Office of Geographic and Environmental Information (MassGIS),,,,77,massgis_import_v0.1_20071013192438,,,,,,,,,,,,,,,,,,,,,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,"[4958972701, 4958972703, 4958972705, 4958972697, 4958972702, 4958972690, 4958972694, 4958972699, 4958972686, 4958972684, 4958972695, 4958972688, 4958972698, 4958972692, 69480657]",,,30 mph,,,,,,contact_line,0,1435,NYNH&H,Massachusetts Bay Transportation Authority,state,600,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,sto,,,,,,,,,,,,,,,,,,,
way,506348283,,"LINESTRING (-71.0650119 42.2708368, -71.0648967 42.270877, -71.0648016 42.2709121, -71.0646844 42.2709624, -71.0645765 42.271012, -71.0644694 42.2710626, -71.0643803 42.2711096, -71.0642859 42.2711626, -71.0641993 42.2712126, -71.0641047 42.2712703, -71.0624461 42.2723801, -71.061716 42.27287, -71.0616085 42.2729359, -71.0614649 42.2730219, -71.060009 42.2738813, -71.0593926 42.2743073, -71.0589232 42.2746778, -71.0580846 42.2753625)",,,,abandoned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1078419343, 4961136233, 4961136226, 4961136242, 4961136230, 4961136227, 4961136228, 4961136224, 4961136239, 4961136236, 4961136223, 4961136232, 4961136238, 1078419324, 1078419309, 1078419358, 1078419354, 1078419370]",,,,,,,,,,,,NYNH&H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,510241441,,"LINESTRING (-71.0053611 42.3867422, -71.0050546 42.3868404, -71.0050037 42.3868567, -71.0046368 42.3869742, -71.004468 42.3870283, -71.0042912 42.3870849)",,,,platform,platform,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4992838648, 4992838664, 4992838661, 4992838662, 4992838666, 4992838649]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,510241442,,"LINESTRING (-71.0052588 42.386663, -71.004931 42.3867678, -71.0045801 42.3868799, -71.0043454 42.386955, -71.0042357 42.38699)",,,,platform,platform,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4992838650, 4992838663, 4992838716, 4992839223, 4992838651]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,534608919,,"LINESTRING (-71.1859639 42.3303342, -71.1855642 42.3302886, -71.1851726 42.3302351, -71.1846657 42.3301478, -71.1841775 42.3300546, -71.1751844 42.328306, -71.1676936 42.3268495, -71.1672741 42.3267735, -71.1668289 42.3267121, -71.1663542 42.3266783, -71.1658499 42.3266585, -71.1654251 42.3266748, -71.1651779 42.3266888, -71.1650765 42.3266971, -71.1648547 42.3267178, -71.1648125 42.3267219, -71.1646314 42.3267446, -71.1644613 42.3267677, -71.1643298 42.3267888, -71.1642885 42.3267958, -71.1641518 42.3268195, -71.1640119 42.3268459, -71.163826 42.3268854, -71.1634547 42.3269718, -71.1630389 42.3270948, -71.1625508 42.3272693, -71.1621431 42.3274418, -71.1617139 42.327656, -71.1613465 42.3278582, -71.1608959 42.3281378, -71.1519671 42.3335701)",,,,light_rail,,,,,,Green Line (D),,Massachusetts Bay Transportation Authority,,,,,Office of Geographic and Environmental Information (MassGIS),,,,9,massgis_import_v0.1_20071013192438,,,,,,,,,,,,,,,,,,,,,,Q171985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grade: Above Ground,,,,,,,,,,,,,,,"[5184234654, 5184234655, 5184234656, 5184234657, 5184234658, 6841546334, 5184234659, 5184234660, 5184234661, 5184234662, 5184234663, 7940376177, 5184234664, 7940376176, 5184234665, 5184234706, 7940545388, 7940545396, 5184234666, 7940545389, 7940545390, 7940545385, 5184234668, 5184234669, 5184234670, 5184234671, 5184234672, 5184234673, 5184234674, 5184234675, 7771494479]",,,35 mph,,,,,,contact_line,0,1435,NYC,Massachusetts Bay Transportation Authority,state,600,forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,534629563,footway,"POLYGON ((-71.1486838 42.3363283, -71.1493169 42.3361823, -71.1493201 42.3361911, -71.1493243 42.3362027, -71.1486951 42.3363567, -71.14869 42.3363439, -71.1486838 42.3363283))",,,,platform,platform,,,,yes,Inbound,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5184483420, 5184489121, 9362499023, 5184489122, 5184489123, 5184489135, 5184483420]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
way,534629564,,"POLYGON ((-71.1486636 42.3362754, -71.1492779 42.3361322, -71.1492692 42.3361119, -71.1486566 42.3362578, -71.1486591 42.3362642, -71.1486636 42.3362754))",,,,platform,platform,,,,yes,Inbound,MBTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5184489124, 5184489125, 5184489126, 5184489127, 5184489132, 5184489124]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
